Estado,Ano,Emissao,Emissao_sem_outlier
PE,2004,111788277.99086261,111788277.99086261
PE,2005,119578298.99444886,119578298.99444886
PE,2006,112260896.61958,112260896.61958
PE,2007,120593157.8469197,120593157.8469197
PE,2008,129958134.58624709,129958134.58624709
PE,2009,125409961.35428345,125409961.35428345
PE,2010,151176692.7677766,151176692.7677766
PE,2011,161504410.32501993,161504410.32501993
PE,2012,196352197.82759377,196352197.82759377
PE,2013,182086703.37920383,182086703.37920383
PE,2014,189632962.60737693,189632962.60737693
PE,2015,193987309.3498005,193987309.3498005
PE,2016,172954939.46477222,172954939.46477222
PE,2017,167841006.2678708,167841006.2678708
PE,2018,157163881.7938273,157163881.7938273
PE,2019,157699046.08927554,157699046.08927554
PE,2020,157781776.46343225,157781776.46343225
PE,2021,183607670.82817924,183607670.82817924
PI,1970,20450812.929188434,20450812.929188434
PI,1971,21630174.041543826,21630174.041543826
PI,1972,22742103.959355853,22742103.959355853
PI,1973,23860711.167356096,23860711.167356096
PI,1974,24981210.3962605,24981210.3962605
PI,1975,25854368.15674312,25854368.15674312
PI,1976,25730177.408889893,25730177.408889893
PI,1977,25923525.723814547,25923525.723814547
PI,1978,26453649.06279936,26453649.06279936
PI,1979,27454138.557095833,27454138.557095833
PI,1980,29346284.36148322,29346284.36148322
PI,1981,29943315.223187953,29943315.223187953
PI,1982,31573011.650043927,31573011.650043927
PI,1983,28874837.820337776,28874837.820337776
PI,1984,30006777.26833557,30006777.26833557
PI,1985,31967122.311351683,31967122.311351683
PI,1986,34346890.37048681,34346890.37048681
PI,1987,34201857.36581165,34201857.36581165
PI,1988,36330576.84569633,36330576.84569633
PI,1989,38419370.913564995,38419370.913564995
PI,1990,102077469.97359294,102077469.97359294
PI,1991,97784888.69364005,97784888.69364005
PI,1992,90633609.29521917,90633609.29521917
PI,1993,83714754.9467586,83714754.9467586
PI,1994,83329933.31772512,83329933.31772512
PI,1995,83679845.975902,83679845.975902
PI,1996,82559306.84112741,82559306.84112741
PI,1997,92094007.149429,92094007.149429
PI,1998,105213429.07717237,105213429.07717237
PI,1999,120994699.00010224,120994699.00010224
PI,2000,101755070.09635107,101755070.09635107
PI,2001,145186152.39105976,145186152.39105976
PI,2002,97903358.32962564,97903358.32962564
PI,2003,96705418.19391336,96705418.19391336
PI,2004,216462762.79467416,216462762.79467416
PI,2005,154184855.84210476,154184855.84210476
PI,2006,110905346.77337208,110905346.77337208
PI,2007,116994442.0359833,116994442.0359833
PI,2008,145307132.53391477,145307132.53391477
PI,2009,114583741.18835221,114583741.18835221
PI,2010,200102384.04612514,200102384.04612514
PI,2011,136613330.0141439,136613330.0141439
PI,2012,298053114.674886,298053114.674886
PI,2013,230345188.14639598,230345188.14639598
PI,2014,207243487.1734326,207243487.1734326
PI,2015,180534435.8896357,180534435.8896357
PI,2016,127946301.04748753,127946301.04748753
PI,2017,152834482.20132872,152834482.20132872
PI,2018,137873964.39700338,137873964.39700338
PI,2019,156246834.03247103,156246834.03247103
PI,2020,159711046.8143854,159711046.8143854
PI,2021,114688082.73901032,114688082.73901032
PR,1970,79826834.81185417,79826834.81185417
PR,1971,85493705.9325739,85493705.9325739
PR,1972,90508034.12261042,90508034.12261042
PR,1973,94624873.5904961,94624873.5904961
PR,1974,100431643.79932955,100431643.79932955
PR,1975,111010201.83026077,111010201.83026077
PR,1976,118053110.30323544,118053110.30323544
PR,1977,119227681.25996076,119227681.25996076
PR,1978,113022786.43950886,113022786.43950886
PR,1979,118458176.34583902,118458176.34583902
PR,1980,180886332.890676,180886332.890676
PR,1981,180285872.8906718,180285872.8906718
PR,1982,190677859.45189345,190677859.45189345
PR,1983,185954326.7125734,185954326.7125734
PR,1984,185143754.7123203,185143754.7123203
PR,1985,195174687.6540825,195174687.6540825
PR,1986,205708491.75510094,205708491.75510094
PR,1987,215159181.6179076,215159181.6179076
PR,1988,210866271.86977923,210866271.86977923
PR,1989,216841158.9058061,216841158.9058061
PR,1990,608868849.6367474,608868849.6367474
PR,1991,585239176.9120646,585239176.9120646
PR,1992,518844825.9999683,518844825.9999683
PR,1993,525749542.99237895,525749542.99237895
PR,1994,529963582.2443106,529963582.2443106
PR,1995,542596715.8511839,542596715.8511839
PR,1996,522314293.4120034,522314293.4120034
PR,1997,554554440.1944624,554554440.1944624
PR,1998,499252918.719191,499252918.719191
PR,1999,556453724.6216372,556453724.6216372
PR,2000,549488352.9309138,549488352.9309138
PR,2001,521766925.29321027,521766925.29321027
PR,2002,525378904.55988616,525378904.55988616
PR,2003,539070719.1581515,539070719.1581515
PR,2004,501914750.276836,501914750.276836
PR,2005,487904005.2870661,487904005.2870661
PR,2006,515832322.0932027,515832322.0932027
PR,2007,515921428.75518817,515921428.75518817
PR,2008,514404627.93092936,514404627.93092936
PR,2009,486751774.3865178,486751774.3865178
PR,2010,500654826.157832,500654826.157832
PR,2011,505722460.9883777,505722460.9883777
PR,2012,524157650.5694266,524157650.5694266
PR,2013,556158574.9180969,556158574.9180969
PR,2014,566114629.6476587,566114629.6476587
PR,2015,578559177.7071356,578559177.7071356
PR,2016,541437816.5959338,541437816.5959338
PR,2017,533390283.46207523,533390283.46207523
PR,2018,530602778.27826667,530602778.27826667
PR,2019,568478986.780994,568478986.780994
PR,2020,563659431.3968626,563659431.3968626
PR,2021,656768479.0254647,656768479.0254647
RJ,1970,26422679.519111477,26422679.519111477
RJ,1971,34995728.18229795,34995728.18229795
RJ,1972,36837584.428892344,36837584.428892344
RJ,1973,38391554.893314965,38391554.893314965
RJ,1974,40158570.03540862,40158570.03540862
RJ,1975,43367449.77002884,43367449.77002884
RJ,1976,46039866.59160875,46039866.59160875
RJ,1977,48475669.981831975,48475669.981831975
RJ,1978,49705718.89618315,49705718.89618315
RJ,1979,50754774.04007484,50754774.04007484
RJ,1980,126538262.90518348,126538262.90518348
RJ,1981,126464362.0388737,126464362.0388737
RJ,1982,170008934.88620192,170008934.88620192
RJ,1983,163422626.2688292,163422626.2688292
RJ,1984,170537249.27630696,170537249.27630696
RJ,1985,166434017.66515723,166434017.66515723
RJ,1986,195536701.9767834,195536701.9767834
RJ,1987,186823454.53330258,186823454.53330258
RJ,1988,189837346.071657,189837346.071657
RJ,1989,171177602.81785172,171177602.81785172
RJ,1990,237284223.36153492,237284223.36153492
RJ,1991,259136600.13223168,259136600.13223168
RJ,1992,251980036.28928396,251980036.28928396
RJ,1993,253579511.5865227,253579511.5865227
RJ,1994,266605719.82413432,266605719.82413432
RJ,1995,261660781.8591171,261660781.8591171
RJ,1996,251325922.48480457,251325922.48480457
RJ,1997,290997461.01339424,290997461.01339424
RJ,1998,313969314.35595006,313969314.35595006
RJ,1999,311724783.9345644,311724783.9345644
RJ,2000,349339070.6181603,349339070.6181603
RJ,2001,349205103.43340254,349205103.43340254
RJ,2002,354843485.47026855,354843485.47026855
RJ,2003,349614652.6317495,349614652.6317495
RJ,2004,354155033.160108,354155033.160108
RJ,2005,376306555.8136363,376306555.8136363
RJ,2006,370712868.03697467,370712868.03697467
RJ,2007,423792889.1251208,423792889.1251208
RJ,2008,511033496.7202658,511033496.7202658
RJ,2009,491688585.52754354,491688585.52754354
RJ,2010,534837592.97868574,534837592.97868574
RJ,2011,548774517.1911824,548774517.1911824
RJ,2012,591545061.4309496,591545061.4309496
RJ,2013,625362831.1504354,625362831.1504354
RJ,2014,602945110.6061575,602945110.6061575
RJ,2015,597534936.2797793,597534936.2797793
RJ,2016,521770876.12492377,521770876.12492377
RJ,2017,543020346.2771283,543020346.2771283
RJ,2018,512401584.28516585,512401584.28516585
RJ,2019,524448498.6118661,524448498.6118661
RJ,2020,499481772.1998719,499481772.1998719
RJ,2021,576713743.774119,576713743.774119
RN,1970,8394483.769497128,8394483.769497128
RN,1971,8848892.701869695,8848892.701869695
RN,1972,9592850.499281596,9592850.499281596
RN,1973,10449004.57307392,10449004.57307392
RN,1974,11044206.187645728,11044206.187645728
RN,1975,11586814.942679456,11586814.942679456
RN,1976,12157115.044909328,12157115.044909328
RN,1977,12284008.407371972,12284008.407371972
RN,1978,12728317.861878132,12728317.861878132
RN,1979,12217219.279945483,12217219.279945483
RN,1980,17031445.539676376,17031445.539676376
RN,1981,16353410.34852785,16353410.34852785
RN,1982,17193445.62486331,17193445.62486331
RN,1983,14282528.961648457,14282528.961648457
RN,1984,16139151.557756329,16139151.557756329
RN,1985,16759083.122313134,16759083.122313134
RN,1986,20441569.685456026,20441569.685456026
RN,1987,20945129.409669448,20945129.409669448
RN,1988,21424897.231595404,21424897.231595404
RN,1989,21233371.26208487,21233371.26208487
RN,1990,57801403.16794063,57801403.16794063
RN,1991,49046944.74243095,49046944.74243095
RN,1992,55140326.11891141,55140326.11891141
RN,1993,42762290.3112667,42762290.3112667
RN,1994,45512877.76246225,45512877.76246225
RN,1995,39810472.874567285,39810472.874567285
RN,1996,43988134.86013089,43988134.86013089
RN,1997,65754148.14694272,65754148.14694272
RN,1998,60707329.871896796,60707329.871896796
RN,1999,61389386.37652749,61389386.37652749
RN,2000,58817943.15841219,58817943.15841219
RN,2001,55388870.39994321,55388870.39994321
RN,2002,52822785.01544088,52822785.01544088
RN,2003,54855740.18502722,54855740.18502722
RN,2004,55145074.30431545,55145074.30431545
RN,2005,58733349.43616934,58733349.43616934
RN,2006,62628989.7509921,62628989.7509921
RN,2007,64816908.15206472,64816908.15206472
RN,2008,66038509.00132641,66038509.00132641
RN,2009,60499321.85792233,60499321.85792233
RN,2010,76895793.87597768,76895793.87597768
RN,2011,74588879.51852095,74588879.51852095
RN,2012,104871148.93851705,104871148.93851705
RN,2013,93559372.87249056,93559372.87249056
RN,2014,100588605.49022372,100588605.49022372
RN,2015,93985388.24234593,93985388.24234593
RN,2016,76732690.9761131,76732690.9761131
RN,2017,82889497.20006256,82889497.20006256
RN,2018,67153072.22913305,67153072.22913305
RN,2019,67883729.79178745,67883729.79178745
RN,2020,68840818.01393302,68840818.01393302
RN,2021,72238379.15945034,72238379.15945034
RO,1970,1809774.34544376,1809774.34544376
RO,1971,1938223.4290338857,1938223.4290338857
RO,1972,2034926.7614405893,2034926.7614405893
RO,1973,2132929.4325820366,2132929.4325820366
RO,1974,2238783.427887218,2238783.427887218
RO,1975,2709296.6670821947,2709296.6670821947
RO,1976,2907099.5248447075,2907099.5248447075
RO,1977,3020251.405911862,3020251.405911862
RO,1978,3503337.721719477,3503337.721719477
RO,1979,4673588.984232819,4673588.984232819
RO,1980,8859741.970384507,8859741.970384507
RO,1981,9234431.651605336,9234431.651605336
RO,1982,12153773.125924159,12153773.125924159
RO,1983,15148253.876236798,15148253.876236798
RO,1984,17907764.395727556,17907764.395727556
RO,1985,19158311.264481306,19158311.264481306
RO,1986,22808300.513151433,22808300.513151433
RO,1987,26002366.997618817,26002366.997618817
RO,1988,29593405.09486758,29593405.09486758
RO,1989,34869626.95212291,34869626.95212291
RO,1990,582914321.7312435,582914321.7312435
RO,1991,1025095337.2756747,1025095337.2756747
RO,1992,1217825916.7042153,1217825916.7042153
RO,1993,1268118723.7338893,1268118723.7338893
RO,1994,1606543311.6946576,1606543311.6946576
RO,1995,1956221228.9730382,1864331900.9191058
RO,1996,1813641740.4937975,1682588255.140428
RO,1997,1284158677.5169215,1284158677.5169215
RO,1998,1174326957.6900675,1174326957.6900675
RO,1999,1504555633.2945168,1441671346.2389097
RO,2000,1411918324.9806879,1411918324.9806879
RO,2001,1396620687.472355,1396620687.472355
RO,2002,1814737296.150074,1439589634.5468264
RO,2003,2660833558.172193,1756765405.1874251
RO,2004,1830572044.5710087,1634864617.4877434
RO,2005,1879193069.0223389,1477840647.7268162
RO,2006,1242689376.260559,1242689376.260559
RO,2007,985728909.3378578,985728909.3378578
RO,2008,692152117.8574157,692152117.8574157
RO,2009,428235579.554554,428235579.554554
RO,2010,409367356.3839362,409367356.3839362
RO,2011,698804185.6773698,698804185.6773698
RO,2012,589462116.2268896,589462116.2268896
RO,2013,661683351.1650631,661683351.1650631
RO,2014,679243620.2097758,679243620.2097758
RO,2015,913733363.7803183,913733363.7803183
RO,2016,1007035523.5216205,1007035523.5216205
RO,2017,952813157.3232105,952813157.3232105
RO,2018,891741311.3923484,891741311.3923484
RO,2019,1055878185.002213,1055878185.002213
RO,2020,1055295390.0178496,1055295390.0178496
RO,2021,1083514870.8295588,1083514870.8295588
RR,1970,2849881.066004418,2849881.066004418
RR,1971,3001393.2763202987,3001393.2763202987
RR,1972,3152559.3239170467,3152559.3239170467
RR,1973,3304162.9145187987,3304162.9145187987
RR,1974,3457606.964700634,3457606.964700634
RR,1975,3024240.097119584,3024240.097119584
RR,1976,3173270.01299002,3173270.01299002
RR,1977,3207091.7968979767,3207091.7968979767
RR,1978,3128766.5375090083,3128766.5375090083
RR,1979,3237201.5276467465,3237201.5276467465
RR,1980,4607771.954387613,4607771.954387613
RR,1981,4920920.584504035,4920920.584504035
RR,1982,5102713.773493975,5102713.773493975
RR,1983,5017116.427258957,5017116.427258957
RR,1984,4305334.525698777,4305334.525698777
RR,1985,4785638.644541412,4785638.644541412
RR,1986,5335479.03069672,5335479.03069672
RR,1987,5708688.88953928,5708688.88953928
RR,1988,6145124.587658899,6145124.587658899
RR,1989,6773295.1352904765,6773295.1352904765
RR,1990,65306830.09274179,65306830.09274179
RR,1991,76251245.10806018,76251245.10806018
RR,1992,102009523.46806313,102009523.46806313
RR,1993,124981029.61994496,124981029.61994496
RR,1994,126678610.58718294,126678610.58718294
RR,1995,136665612.01923057,136665612.01923057
RR,1996,153749328.07618088,153749328.07618088
RR,1997,151147490.99931633,151147490.99931633
RR,1998,186818837.83472857,186818837.83472857
RR,1999,255800255.13932934,255800255.13932934
RR,2000,235945467.3702995,235945467.3702995
RR,2001,275429513.29568183,275429513.29568183
RR,2002,194565447.52349657,194565447.52349657
RR,2003,253598769.4375009,253598769.4375009
RR,2004,253168342.9447831,253168342.9447831
RR,2005,214814881.8073842,214814881.8073842
RR,2006,152391949.96330553,152391949.96330553
RR,2007,157398109.21211296,157398109.21211296
RR,2008,182316999.26640335,182316999.26640335
RR,2009,112244747.22782072,112244747.22782072
RR,2010,99899871.76948987,99899871.76948987
RR,2011,86736906.81352171,86736906.81352171
RR,2012,120635250.86345145,120635250.86345145
RR,2013,177137652.42972875,177137652.42972875
RR,2014,252712770.82140228,252712770.82140228
RR,2015,303923073.6286313,303923073.6286313
RR,2016,290316058.4978498,290316058.4978498
RR,2017,190563672.9701261,190563672.9701261
RR,2018,213228311.04061267,213228311.04061267
RR,2019,321966966.50568247,321966966.50568247
RR,2020,250909743.42076945,250909743.42076945
RR,2021,528207080.45487285,528207080.45487285
RS,1970,181106802.93054074,141610729.55661523
RS,1971,182951974.93485948,150865845.52801445
RS,1972,187180197.71737826,158679332.2687447
RS,1973,190971734.50332057,164324776.97939885
RS,1974,196440853.76985526,174251559.01667124
RS,1975,198982001.50539294,191422289.24093705
RS,1976,205154620.31447074,203563949.02740884
RS,1977,207990228.40578982,189955160.65964255
RS,1978,197394639.7068602,190488496.13887602
RS,1979,201006651.27365503,201006651.27365503
RS,1980,280107198.7576228,280107198.7576228
RS,1981,280817440.8531372,280817440.8531372
RS,1982,283240524.57130754,283240524.57130754
RS,1983,274705948.84738004,274705948.84738004
RS,1984,282021581.1838248,282021581.1838248
RS,1985,288574211.1743285,288574211.1743285
RS,1986,302276728.73146164,302276728.73146164
RS,1987,306359720.32611865,306359720.32611865
RS,1988,305327030.777136,305327030.777136
RS,1989,314926532.7140709,314926532.7140709
RS,1990,604699991.3710701,604699991.3710701
RS,1991,672550667.2966812,672550667.2966812
RS,1992,574932343.828174,574932343.828174
RS,1993,602597892.3512448,602597892.3512448
RS,1994,598608439.2324709,598608439.2324709
RS,1995,561331251.3774357,561331251.3774357
RS,1996,560622700.172156,560622700.172156
RS,1997,609320038.1085702,609320038.1085702
RS,1998,572670352.6181413,572670352.6181413
RS,1999,620265168.983954,620265168.983954
RS,2000,724594507.1065607,724594507.1065607
RS,2001,661892994.8819798,661892994.8819798
RS,2002,624725798.4692029,624725798.4692029
RS,2003,707082215.8881453,707082215.8881453
RS,2004,713183298.0337621,713183298.0337621
RS,2005,615211587.4384978,615211587.4384978
RS,2006,629340969.8289579,629340969.8289579
RS,2007,582654611.3313537,582654611.3313537
RS,2008,687281084.1114048,687281084.1114048
RS,2009,653003084.5572963,653003084.5572963
RS,2010,688725618.5262688,688725618.5262688
RS,2011,723180444.5454571,723180444.5454571
RS,2012,723174911.7856418,723174911.7856418
RS,2013,855325626.980288,855325626.980288
RS,2014,733750206.4406108,733750206.4406108
RS,2015,726504758.7143745,726504758.7143745
RS,2016,693604708.8252454,693604708.8252454
RS,2017,690966047.4253085,690966047.4253085
RS,2018,668676526.9339999,668676526.9339999
RS,2019,677262839.1056696,677262839.1056696
RS,2020,694542703.7545644,694542703.7545644
RS,2021,781464289.92851,781464289.92851
SC,1970,38088999.27959992,38088999.27959992
SC,1971,40071080.16632858,40071080.16632858
SC,1972,41563847.37880999,41563847.37880999
SC,1973,42228360.90467694,42228360.90467694
SC,1974,45947533.06829901,45947533.06829901
SC,1975,46767292.816003785,46767292.816003785
SC,1976,49666022.28092986,49666022.28092986
SC,1977,52092888.11704804,52092888.11704804
SC,1978,52852363.709495775,52852363.709495775
SC,1979,55192916.10341808,55192916.10341808
SC,1980,78754041.51631142,78754041.51631142
SC,1981,79291094.6363217,79291094.6363217
SC,1982,91158731.33536918,91158731.33536918
SC,1983,92290619.48686627,92290619.48686627
SC,1984,94370867.09125142,94370867.09125142
SC,1985,97749610.80338745,97749610.80338745
SC,1986,98043559.10633476,98043559.10633476
SC,1987,97441777.83723198,97441777.83723198
SC,1988,102497722.92472745,102497722.92472745
SC,1989,103864094.40186985,103864094.40186985
SC,1990,296990116.3920691,296990116.3920691
SC,1991,308946475.77773994,308946475.77773994
SC,1992,288628640.9029225,288628640.9029225
SC,1993,303734182.18170154,303734182.18170154
SC,1994,253336114.65419173,253336114.65419173
SC,1995,264127138.16236117,264127138.16236117
SC,1996,266589925.51546493,266589925.51546493
SC,1997,322562790.28554916,322562790.28554916
SC,1998,252505502.4128154,252505502.4128154
SC,1999,297264667.61166704,297264667.61166704
SC,2000,320042791.13642526,320042791.13642526
SC,2001,305481170.4725794,305481170.4725794
SC,2002,314111326.7609066,314111326.7609066
SC,2003,311252668.8828817,311252668.8828817
SC,2004,314890209.4107758,314890209.4107758
SC,2005,324258046.84199816,324258046.84199816
SC,2006,339857280.68198067,339857280.68198067
SC,2007,322617443.39312214,322617443.39312214
SC,2008,318969771.7239133,318969771.7239133
SC,2009,319761341.55420846,319761341.55420846
SC,2010,329099255.71472013,329099255.71472013
SC,2011,305701393.23489106,305701393.23489106
SC,2012,327196033.6960932,327196033.6960932
SC,2013,355056726.0079601,355056726.0079601
SC,2014,356056019.9741331,356056019.9741331
SC,2015,346124519.7985279,346124519.7985279
SC,2016,335789797.5993654,335789797.5993654
SC,2017,340411748.315741,340411748.315741
SC,2018,361962806.4980555,361962806.4980555
SC,2019,378665921.9948819,378665921.9948819
SC,2020,359505444.1800315,359505444.1800315
SC,2021,448401038.40914154,448401038.40914154
SE,1970,8368332.921926727,8368332.921926727
SE,1971,9040623.893761192,9040623.893761192
SE,1972,9629433.15235988,9629433.15235988
SE,1973,10070020.783851033,10070020.783851033
SE,1974,10440256.788321929,10440256.788321929
SE,1975,11281004.187400369,11281004.187400369
SE,1976,11409502.960952705,11409502.960952705
SE,1977,11930020.535931904,11930020.535931904
SE,1978,12463777.249846434,12463777.249846434
SE,1979,13241253.533859184,13241253.533859184
SE,1980,17038858.30289933,17038858.30289933
SE,1981,17309324.219836097,17309324.219836097
SE,1982,17568974.07708023,17568974.07708023
SE,1983,14924316.246662725,14924316.246662725
SE,1984,17152200.41577578,17152200.41577578
SE,1985,18954875.825628743,18954875.825628743
SE,1986,21758164.424258325,21758164.424258325
SE,1987,21750339.646544192,21750339.646544192
SE,1988,22304291.553075213,22304291.553075213
SE,1989,23853401.872595087,23853401.872595087
SE,1990,52360122.52499163,52360122.52499163
SE,1991,53788578.09037939,53788578.09037939
SE,1992,55569634.68211758,55569634.68211758
SE,1993,49972498.88612495,49972498.88612495
SE,1994,47661588.92811473,47661588.92811473
SE,1995,45898524.92440676,45898524.92440676
SE,1996,41310230.35049028,41310230.35049028
SE,1997,48012492.88743936,48012492.88743936
SE,1998,45748337.801429585,45748337.801429585
SE,1999,50456078.02427595,50456078.02427595
SE,2000,51674011.44488163,51674011.44488163
SE,2001,45683820.14694391,45683820.14694391
SE,2002,47389109.36736028,47389109.36736028
SE,2003,48345114.22769957,48345114.22769957
SE,2004,48746300.63260454,48746300.63260454
SE,2005,50153161.785788134,50153161.785788134
SE,2006,51497912.956277505,51497912.956277505
SE,2007,59321598.962414704,59321598.962414704
SE,2008,62776341.20824135,62776341.20824135
SE,2009,62951921.14374859,62951921.14374859
SE,2010,66148223.300262205,66148223.300262205
SE,2011,68786987.96681261,68786987.96681261
SE,2012,70911999.10209416,70911999.10209416
SE,2013,72479235.2441242,72479235.2441242
SE,2014,70540755.84589559,70540755.84589559
SE,2015,67535756.62839566,67535756.62839566
SE,2016,66258536.72228548,66258536.72228548
SE,2017,64127725.16065048,64127725.16065048
SE,2018,64145460.59057877,64145460.59057877
SE,2019,64070107.594679035,64070107.594679035
SE,2020,62742398.58303675,62742398.58303675
SE,2021,81189730.70949353,81189730.70949353
SP,1970,149363387.5239189,141610729.55661523
SP,1971,166141398.45644116,150865845.52801445
SP,1972,178389631.35885382,158679332.2687447
SP,1973,185829407.35458174,164324776.97939885
SP,1974,197433446.0788969,174251559.01667124
SP,1975,212553490.51970586,191422289.24093705
SP,1976,232214167.92457408,203563949.02740884
SP,1977,238557892.54624975,189955160.65964255
SP,1978,247716507.53044912,190488496.13887602
SP,1979,256912852.4264562,203749775.14151287
SP,1980,432693572.0645378,335134011.08623016
SP,1981,427149112.3630962,336510918.937083
SP,1982,543900701.6610612,400846410.45982885
SP,1983,531940875.49764913,400520659.52061677
SP,1984,505394724.4328899,412028138.43946594
SP,1985,513464157.9519408,419516674.21922916
SP,1986,561339408.3983814,465763280.6616856
SP,1987,576021543.6565312,463643285.1977596
SP,1988,583276063.6945479,467737327.8187244
SP,1989,604210982.5162026,447479891.0600165
SP,1990,907669687.842132,907669687.842132
SP,1991,962823317.6008723,962823317.6008723
SP,1992,884414953.1172993,884414953.1172993
SP,1993,915133134.0721214,915133134.0721214
SP,1994,1029665550.7730707,1029665550.7730707
SP,1995,1015644305.3747543,1015644305.3747543
SP,1996,1035150749.5811019,1035150749.5811019
SP,1997,1051099042.1154323,1051099042.1154323
SP,1998,1057518041.5596128,1057518041.5596128
SP,1999,1093031792.0834618,1093031792.0834618
SP,2000,1156932807.164366,1156932807.164366
SP,2001,1136178827.5451655,1136178827.5451655
SP,2002,1108393437.1842487,1108393437.1842487
SP,2003,1089960390.9217968,1089960390.9217968
SP,2004,1097921298.1451616,1097921298.1451616
SP,2005,1074257213.8094575,1074257213.8094575
SP,2006,1082659907.627985,1082659907.627985
SP,2007,1155758446.0339875,1155758446.0339875
SP,2008,1179376518.9729211,1179376518.9729211
SP,2009,1136345663.0855925,1136345663.0855925
SP,2010,1211354320.9893413,1211354320.9893413
SP,2011,1296832095.5323284,1296832095.5323284
SP,2012,1314620772.6475701,1314620772.6475701
SP,2013,1353481438.2184758,1353481438.2184758
SP,2014,1329306700.6249716,1329306700.6249716
SP,2015,1247586542.4910433,1247586542.4910433
SP,2016,1167138122.895527,1167138122.895527
SP,2017,1194221232.3989832,1194221232.3989832
SP,2018,1140952288.5650702,1140952288.5650702
SP,2019,1174265140.6225166,1174265140.6225166
SP,2020,1107842034.7617266,1107842034.7617266
SP,2021,1223309317.361076,1223309317.361076
TO,1970,230840.25743864896,230840.25743864896
TO,1971,231786.3118207886,231786.3118207886
TO,1972,230982.08373773552,230982.08373773552
TO,1973,230683.4165107113,230683.4165107113
TO,1974,242576.89181017503,242576.89181017503
TO,1975,244210.1174753052,244210.1174753052
TO,1976,245402.50798524395,245402.50798524395
TO,1977,249388.367126163,249388.367126163
TO,1978,247599.07186012156,247599.07186012156
TO,1979,249017.68041898852,249017.68041898852
TO,1980,347450.73147202673,347450.73147202673
TO,1981,430144.3577342682,430144.3577342682
TO,1982,436342.3788131828,436342.3788131828
TO,1983,445818.87289855175,445818.87289855175
TO,1984,462942.03001003736,462942.03001003736
TO,1985,479783.19252770767,479783.19252770767
TO,1986,499679.9683188525,499679.9683188525
TO,1987,518103.2944830475,518103.2944830475
TO,1988,535540.3264166241,535540.3264166241
TO,1989,58000287.767070696,58000287.767070696
TO,1990,502877540.61625403,502877540.61625403
TO,1991,454758229.66698176,454758229.66698176
TO,1992,576661118.0477763,576661118.0477763
TO,1993,499107886.22907174,499107886.22907174
TO,1994,448460391.4818104,448460391.4818104
TO,1995,594510826.718078,594510826.718078
TO,1996,463610242.9710327,463610242.9710327
TO,1997,435072090.3602532,435072090.3602532
TO,1998,368591260.9686796,368591260.9686796
TO,1999,417000399.84808356,417000399.84808356
TO,2000,416033558.00931954,416033558.00931954
TO,2001,414620295.2934801,414620295.2934801
TO,2002,336086587.6973597,336086587.6973597
TO,2003,383277722.40121067,383277722.40121067
TO,2004,427668277.36741143,427668277.36741143
TO,2005,392896909.25069827,392896909.25069827
TO,2006,361209418.9447667,361209418.9447667
TO,2007,293199749.22280824,293199749.22280824
TO,2008,312714835.4216584,312714835.4216584
TO,2009,268536993.317282,268536993.317282
TO,2010,279077053.30698574,279077053.30698574
TO,2011,283090542.47079754,283090542.47079754
TO,2012,360566291.9362201,360566291.9362201
TO,2013,459386080.19663996,459386080.19663996
TO,2014,396224410.2455663,396224410.2455663
TO,2015,442717572.1640233,442717572.1640233
TO,2016,375485404.6180026,375485404.6180026
TO,2017,360434888.1560866,360434888.1560866
TO,2018,362988905.5965461,362988905.5965461
TO,2019,360038932.59664494,360038932.59664494
TO,2020,279334038.46472305,279334038.46472305
TO,2021,408215927.93485886,408215927.93485886
